model_name,record_id,family,entity_a,entity_b,layer_idx,zone,answer_b,last_token_hit,last_token_pred,subj_token_hit,subj_token_pred,subj_avg_hit,subj_avg_pred,subj_pos_a,subj_pos_b
meta-llama/Llama-3.2-3B,43,present_participle,walk,play,0,early,playing,0,walking,1,playing,1,playing,[6],[6]
meta-llama/Llama-3.2-3B,43,present_participle,walk,play,2,early,playing,0,walking,1,playing,1,playing,[6],[6]
meta-llama/Llama-3.2-3B,43,present_participle,walk,play,4,early,playing,0,walking,1,playing,1,playing,[6],[6]
meta-llama/Llama-3.2-3B,43,present_participle,walk,play,6,early,playing,0,walking,1,playing,1,playing,[6],[6]
meta-llama/Llama-3.2-3B,43,present_participle,walk,play,8,early,playing,0,walking,1,playing,1,playing,[6],[6]
meta-llama/Llama-3.2-3B,43,present_participle,walk,play,10,mid,playing,0,walking,1,playing,1,playing,[6],[6]
meta-llama/Llama-3.2-3B,43,present_participle,walk,play,12,mid,playing,0,walking,1,playing,1,playing,[6],[6]
meta-llama/Llama-3.2-3B,43,present_participle,walk,play,14,mid,playing,0,walking,1,playing,1,playing,[6],[6]
meta-llama/Llama-3.2-3B,43,present_participle,walk,play,16,mid,playing,0,walking,1,playing,1,playing,[6],[6]
meta-llama/Llama-3.2-3B,43,present_participle,walk,play,18,late,playing,0,walking,1,playing,1,playing,[6],[6]
meta-llama/Llama-3.2-3B,43,present_participle,walk,play,20,late,playing,1,playing,0,walking,0,walking,[6],[6]
meta-llama/Llama-3.2-3B,43,present_participle,walk,play,22,late,playing,1,playing,0,walking,0,walking,[6],[6]
meta-llama/Llama-3.2-3B,43,present_participle,walk,play,24,late,playing,1,playing,0,walking,0,walking,[6],[6]
meta-llama/Llama-3.2-3B,43,present_participle,walk,play,26,late,playing,1,playing,0,walking,0,walking,[6],[6]
meta-llama/Llama-3.2-3B,44,present_participle,talk,work,0,early,working,0,talking,1,working,1,working,[6],[6]
meta-llama/Llama-3.2-3B,44,present_participle,talk,work,2,early,working,0,talking,1,working,1,working,[6],[6]
meta-llama/Llama-3.2-3B,44,present_participle,talk,work,4,early,working,0,talking,1,working,1,working,[6],[6]
meta-llama/Llama-3.2-3B,44,present_participle,talk,work,6,early,working,0,talking,1,working,1,working,[6],[6]
meta-llama/Llama-3.2-3B,44,present_participle,talk,work,8,early,working,0,talking,1,working,1,working,[6],[6]
meta-llama/Llama-3.2-3B,44,present_participle,talk,work,10,mid,working,0,talking,1,working,1,working,[6],[6]
meta-llama/Llama-3.2-3B,44,present_participle,talk,work,12,mid,working,0,talking,1,working,1,working,[6],[6]
meta-llama/Llama-3.2-3B,44,present_participle,talk,work,14,mid,working,0,talking,1,working,1,working,[6],[6]
meta-llama/Llama-3.2-3B,44,present_participle,talk,work,16,mid,working,0,talking,1,working,1,working,[6],[6]
meta-llama/Llama-3.2-3B,44,present_participle,talk,work,18,late,working,1,working,0,talking,0,talking,[6],[6]
meta-llama/Llama-3.2-3B,44,present_participle,talk,work,20,late,working,1,working,0,talking,0,talking,[6],[6]
meta-llama/Llama-3.2-3B,44,present_participle,talk,work,22,late,working,1,working,0,talking,0,talking,[6],[6]
meta-llama/Llama-3.2-3B,44,present_participle,talk,work,24,late,working,1,working,0,talking,0,talking,[6],[6]
meta-llama/Llama-3.2-3B,44,present_participle,talk,work,26,late,working,1,working,0,talking,0,talking,[6],[6]
meta-llama/Llama-3.2-3B,45,present_participle,jump,look,0,early,looking,0,jumping,1,looking,1,looking,[6],[6]
meta-llama/Llama-3.2-3B,45,present_participle,jump,look,2,early,looking,0,jumping,1,looking,1,looking,[6],[6]
meta-llama/Llama-3.2-3B,45,present_participle,jump,look,4,early,looking,0,jumping,1,looking,1,looking,[6],[6]
meta-llama/Llama-3.2-3B,45,present_participle,jump,look,6,early,looking,0,jumping,1,looking,1,looking,[6],[6]
meta-llama/Llama-3.2-3B,45,present_participle,jump,look,8,early,looking,0,jumping,1,looking,1,looking,[6],[6]
meta-llama/Llama-3.2-3B,45,present_participle,jump,look,10,mid,looking,0,jumping,1,looking,1,looking,[6],[6]
meta-llama/Llama-3.2-3B,45,present_participle,jump,look,12,mid,looking,0,jumping,1,looking,1,looking,[6],[6]
meta-llama/Llama-3.2-3B,45,present_participle,jump,look,14,mid,looking,0,jumping,1,looking,1,looking,[6],[6]
meta-llama/Llama-3.2-3B,45,present_participle,jump,look,16,mid,looking,0,jumping,1,looking,1,looking,[6],[6]
meta-llama/Llama-3.2-3B,45,present_participle,jump,look,18,late,looking,0,jumping,1,looking,1,looking,[6],[6]
meta-llama/Llama-3.2-3B,45,present_participle,jump,look,20,late,looking,1,looking,0,jumping,0,jumping,[6],[6]
meta-llama/Llama-3.2-3B,45,present_participle,jump,look,22,late,looking,1,looking,0,jumping,0,jumping,[6],[6]
meta-llama/Llama-3.2-3B,45,present_participle,jump,look,24,late,looking,1,looking,0,jumping,0,jumping,[6],[6]
meta-llama/Llama-3.2-3B,45,present_participle,jump,look,26,late,looking,1,looking,0,jumping,0,jumping,[6],[6]
meta-llama/Llama-3.2-3B,46,present_participle,live,love,0,early,loving,0,living,1,loving,1,loving,[6],[6]
meta-llama/Llama-3.2-3B,46,present_participle,live,love,2,early,loving,0,living,1,loving,1,loving,[6],[6]
meta-llama/Llama-3.2-3B,46,present_participle,live,love,4,early,loving,0,living,1,loving,1,loving,[6],[6]
meta-llama/Llama-3.2-3B,46,present_participle,live,love,6,early,loving,0,living,1,loving,1,loving,[6],[6]
meta-llama/Llama-3.2-3B,46,present_participle,live,love,8,early,loving,0,living,1,loving,1,loving,[6],[6]
meta-llama/Llama-3.2-3B,46,present_participle,live,love,10,mid,loving,0,living,1,loving,1,loving,[6],[6]
meta-llama/Llama-3.2-3B,46,present_participle,live,love,12,mid,loving,0,living,1,loving,1,loving,[6],[6]
meta-llama/Llama-3.2-3B,46,present_participle,live,love,14,mid,loving,0,living,1,loving,1,loving,[6],[6]
meta-llama/Llama-3.2-3B,46,present_participle,live,love,16,mid,loving,0,living,1,loving,1,loving,[6],[6]
meta-llama/Llama-3.2-3B,46,present_participle,live,love,18,late,loving,0,living,1,loving,1,loving,[6],[6]
meta-llama/Llama-3.2-3B,46,present_participle,live,love,20,late,loving,1,loving,0,living,0,living,[6],[6]
meta-llama/Llama-3.2-3B,46,present_participle,live,love,22,late,loving,1,loving,0,living,0,living,[6],[6]
meta-llama/Llama-3.2-3B,46,present_participle,live,love,24,late,loving,1,loving,0,living,0,living,[6],[6]
meta-llama/Llama-3.2-3B,46,present_participle,live,love,26,late,loving,1,loving,0,living,0,living,[6],[6]
meta-llama/Llama-3.2-3B,47,present_participle,wash,watch,0,early,watching,0,washing,1,watching,1,watching,[6],[6]
meta-llama/Llama-3.2-3B,47,present_participle,wash,watch,2,early,watching,0,washing,1,watching,1,watching,[6],[6]
meta-llama/Llama-3.2-3B,47,present_participle,wash,watch,4,early,watching,0,washing,1,watching,1,watching,[6],[6]
meta-llama/Llama-3.2-3B,47,present_participle,wash,watch,6,early,watching,0,washing,1,watching,1,watching,[6],[6]
meta-llama/Llama-3.2-3B,47,present_participle,wash,watch,8,early,watching,0,washing,1,watching,1,watching,[6],[6]
meta-llama/Llama-3.2-3B,47,present_participle,wash,watch,10,mid,watching,0,washing,1,watching,1,watching,[6],[6]
meta-llama/Llama-3.2-3B,47,present_participle,wash,watch,12,mid,watching,0,washing,1,watching,1,watching,[6],[6]
meta-llama/Llama-3.2-3B,47,present_participle,wash,watch,14,mid,watching,0,washing,1,watching,1,watching,[6],[6]
meta-llama/Llama-3.2-3B,47,present_participle,wash,watch,16,mid,watching,0,washing,1,watching,1,watching,[6],[6]
meta-llama/Llama-3.2-3B,47,present_participle,wash,watch,18,late,watching,0,washing,1,watching,1,watching,[6],[6]
meta-llama/Llama-3.2-3B,47,present_participle,wash,watch,20,late,watching,1,watching,0,washing,0,washing,[6],[6]
meta-llama/Llama-3.2-3B,47,present_participle,wash,watch,22,late,watching,1,watching,0,washing,0,washing,[6],[6]
meta-llama/Llama-3.2-3B,47,present_participle,wash,watch,24,late,watching,1,watching,0,washing,0,washing,[6],[6]
meta-llama/Llama-3.2-3B,47,present_participle,wash,watch,26,late,watching,1,watching,0,washing,0,washing,[6],[6]
meta-llama/Llama-3.2-3B,48,present_participle,cook,start,0,early,starting,0,cooking,1,starting,1,starting,[6],[6]
meta-llama/Llama-3.2-3B,48,present_participle,cook,start,2,early,starting,0,cooking,1,starting,1,starting,[6],[6]
meta-llama/Llama-3.2-3B,48,present_participle,cook,start,4,early,starting,0,cooking,1,starting,1,starting,[6],[6]
meta-llama/Llama-3.2-3B,48,present_participle,cook,start,6,early,starting,0,cooking,1,starting,1,starting,[6],[6]
meta-llama/Llama-3.2-3B,48,present_participle,cook,start,8,early,starting,0,cooking,1,starting,1,starting,[6],[6]
meta-llama/Llama-3.2-3B,48,present_participle,cook,start,10,mid,starting,0,cooking,1,starting,1,starting,[6],[6]
meta-llama/Llama-3.2-3B,48,present_participle,cook,start,12,mid,starting,0,cooking,1,starting,1,starting,[6],[6]
meta-llama/Llama-3.2-3B,48,present_participle,cook,start,14,mid,starting,0,cooking,1,starting,1,starting,[6],[6]
meta-llama/Llama-3.2-3B,48,present_participle,cook,start,16,mid,starting,0,cooking,1,starting,1,starting,[6],[6]
meta-llama/Llama-3.2-3B,48,present_participle,cook,start,18,late,starting,0,cooking,0,"""cooking""",0,"""cooking""",[6],[6]
meta-llama/Llama-3.2-3B,48,present_participle,cook,start,20,late,starting,1,starting,0,cooking,0,cooking,[6],[6]
meta-llama/Llama-3.2-3B,48,present_participle,cook,start,22,late,starting,1,starting,0,cooking,0,cooking,[6],[6]
meta-llama/Llama-3.2-3B,48,present_participle,cook,start,24,late,starting,1,starting,0,cooking,0,cooking,[6],[6]
meta-llama/Llama-3.2-3B,48,present_participle,cook,start,26,late,starting,1,starting,0,cooking,0,cooking,[6],[6]
meta-llama/Llama-3.2-3B,49,present_participle,stop,drop,0,early,dropping,0,stopping,1,dropping,1,dropping,[6],[6]
meta-llama/Llama-3.2-3B,49,present_participle,stop,drop,2,early,dropping,0,stopping,1,dropping,1,dropping,[6],[6]
meta-llama/Llama-3.2-3B,49,present_participle,stop,drop,4,early,dropping,0,stopping,1,dropping,1,dropping,[6],[6]
meta-llama/Llama-3.2-3B,49,present_participle,stop,drop,6,early,dropping,0,stopping,1,dropping,1,dropping,[6],[6]
meta-llama/Llama-3.2-3B,49,present_participle,stop,drop,8,early,dropping,0,stopping,1,dropping,1,dropping,[6],[6]
meta-llama/Llama-3.2-3B,49,present_participle,stop,drop,10,mid,dropping,0,stopping,1,dropping,1,dropping,[6],[6]
meta-llama/Llama-3.2-3B,49,present_participle,stop,drop,12,mid,dropping,0,stopping,1,dropping,1,dropping,[6],[6]
meta-llama/Llama-3.2-3B,49,present_participle,stop,drop,14,mid,dropping,0,stopping,1,dropping,1,dropping,[6],[6]
meta-llama/Llama-3.2-3B,49,present_participle,stop,drop,16,mid,dropping,0,stopping,1,dropping,1,dropping,[6],[6]
meta-llama/Llama-3.2-3B,49,present_participle,stop,drop,18,late,dropping,1,dropping,1,dropping,1,dropping,[6],[6]
meta-llama/Llama-3.2-3B,49,present_participle,stop,drop,20,late,dropping,1,dropping,0,stopping,0,stopping,[6],[6]
meta-llama/Llama-3.2-3B,49,present_participle,stop,drop,22,late,dropping,1,dropping,0,stopping,0,stopping,[6],[6]
meta-llama/Llama-3.2-3B,49,present_participle,stop,drop,24,late,dropping,1,dropping,0,stopping,0,stopping,[6],[6]
meta-llama/Llama-3.2-3B,49,present_participle,stop,drop,26,late,dropping,1,dropping,0,stopping,0,stopping,[6],[6]
meta-llama/Llama-3.2-3B,50,present_participle,study,try,0,early,trying,0,studying,1,trying,1,trying,[6],[6]
meta-llama/Llama-3.2-3B,50,present_participle,study,try,2,early,trying,0,studying,1,trying,1,trying,[6],[6]
meta-llama/Llama-3.2-3B,50,present_participle,study,try,4,early,trying,0,studying,1,trying,1,trying,[6],[6]
meta-llama/Llama-3.2-3B,50,present_participle,study,try,6,early,trying,0,studying,1,trying,1,trying,[6],[6]
meta-llama/Llama-3.2-3B,50,present_participle,study,try,8,early,trying,0,studying,1,trying,1,trying,[6],[6]
meta-llama/Llama-3.2-3B,50,present_participle,study,try,10,mid,trying,0,studying,1,trying,1,trying,[6],[6]
meta-llama/Llama-3.2-3B,50,present_participle,study,try,12,mid,trying,0,studying,1,trying,1,trying,[6],[6]
meta-llama/Llama-3.2-3B,50,present_participle,study,try,14,mid,trying,0,studying,1,trying,1,trying,[6],[6]
meta-llama/Llama-3.2-3B,50,present_participle,study,try,16,mid,trying,0,studying,1,trying,1,trying,[6],[6]
meta-llama/Llama-3.2-3B,50,present_participle,study,try,18,late,trying,1,trying,0,studying,0,studying,[6],[6]
meta-llama/Llama-3.2-3B,50,present_participle,study,try,20,late,trying,1,trying,0,studying,0,studying,[6],[6]
meta-llama/Llama-3.2-3B,50,present_participle,study,try,22,late,trying,1,trying,0,studying,0,studying,[6],[6]
meta-llama/Llama-3.2-3B,50,present_participle,study,try,24,late,trying,1,trying,0,studying,0,studying,[6],[6]
meta-llama/Llama-3.2-3B,50,present_participle,study,try,26,late,trying,1,trying,0,studying,0,studying,[6],[6]
meta-llama/Llama-3.2-3B,51,present_participle,learn,paint,0,early,painting,0,learning,1,painting,1,painting,[6],[6]
meta-llama/Llama-3.2-3B,51,present_participle,learn,paint,2,early,painting,0,learning,1,painting,1,painting,[6],[6]
meta-llama/Llama-3.2-3B,51,present_participle,learn,paint,4,early,painting,0,learning,1,painting,1,painting,[6],[6]
meta-llama/Llama-3.2-3B,51,present_participle,learn,paint,6,early,painting,0,learning,1,painting,1,painting,[6],[6]
meta-llama/Llama-3.2-3B,51,present_participle,learn,paint,8,early,painting,0,learning,1,painting,1,painting,[6],[6]
meta-llama/Llama-3.2-3B,51,present_participle,learn,paint,10,mid,painting,0,learning,1,painting,1,painting,[6],[6]
meta-llama/Llama-3.2-3B,51,present_participle,learn,paint,12,mid,painting,0,learning,1,painting,1,painting,[6],[6]
meta-llama/Llama-3.2-3B,51,present_participle,learn,paint,14,mid,painting,0,learning,1,painting,1,painting,[6],[6]
meta-llama/Llama-3.2-3B,51,present_participle,learn,paint,16,mid,painting,0,learning,1,painting,1,painting,[6],[6]
meta-llama/Llama-3.2-3B,51,present_participle,learn,paint,18,late,painting,1,painting,0,learning,0,learning,[6],[6]
meta-llama/Llama-3.2-3B,51,present_participle,learn,paint,20,late,painting,1,painting,0,learning,0,learning,[6],[6]
meta-llama/Llama-3.2-3B,51,present_participle,learn,paint,22,late,painting,1,painting,0,learning,0,learning,[6],[6]
meta-llama/Llama-3.2-3B,51,present_participle,learn,paint,24,late,painting,1,painting,0,learning,0,learning,[6],[6]
meta-llama/Llama-3.2-3B,51,present_participle,learn,paint,26,late,painting,1,painting,0,learning,0,learning,[6],[6]
meta-llama/Llama-3.2-3B,52,present_participle,send,make,0,early,making,0,sending,1,making,1,making,[6],[6]
meta-llama/Llama-3.2-3B,52,present_participle,send,make,2,early,making,0,sending,1,making,1,making,[6],[6]
meta-llama/Llama-3.2-3B,52,present_participle,send,make,4,early,making,0,sending,1,making,1,making,[6],[6]
meta-llama/Llama-3.2-3B,52,present_participle,send,make,6,early,making,0,sending,1,making,1,making,[6],[6]
meta-llama/Llama-3.2-3B,52,present_participle,send,make,8,early,making,0,sending,1,making,1,making,[6],[6]
meta-llama/Llama-3.2-3B,52,present_participle,send,make,10,mid,making,0,sending,1,making,1,making,[6],[6]
meta-llama/Llama-3.2-3B,52,present_participle,send,make,12,mid,making,0,sending,1,making,1,making,[6],[6]
meta-llama/Llama-3.2-3B,52,present_participle,send,make,14,mid,making,0,sending,1,making,1,making,[6],[6]
meta-llama/Llama-3.2-3B,52,present_participle,send,make,16,mid,making,0,sending,1,making,1,making,[6],[6]
meta-llama/Llama-3.2-3B,52,present_participle,send,make,18,late,making,1,making,0,sending,0,sending,[6],[6]
meta-llama/Llama-3.2-3B,52,present_participle,send,make,20,late,making,1,making,0,sending,0,sending,[6],[6]
meta-llama/Llama-3.2-3B,52,present_participle,send,make,22,late,making,1,making,0,sending,0,sending,[6],[6]
meta-llama/Llama-3.2-3B,52,present_participle,send,make,24,late,making,1,making,0,sending,0,sending,[6],[6]
meta-llama/Llama-3.2-3B,52,present_participle,send,make,26,late,making,1,making,0,sending,0,sending,[6],[6]
meta-llama/Llama-3.2-3B,53,plural,cat,dog,0,early,dogs,0,cats,1,dogs,1,dogs,[4],[4]
meta-llama/Llama-3.2-3B,53,plural,cat,dog,2,early,dogs,0,cats,1,dogs,1,dogs,[4],[4]
meta-llama/Llama-3.2-3B,53,plural,cat,dog,4,early,dogs,0,cats,1,dogs,1,dogs,[4],[4]
meta-llama/Llama-3.2-3B,53,plural,cat,dog,6,early,dogs,0,cats,1,dogs,1,dogs,[4],[4]
meta-llama/Llama-3.2-3B,53,plural,cat,dog,8,early,dogs,0,cats,1,dogs,1,dogs,[4],[4]
meta-llama/Llama-3.2-3B,53,plural,cat,dog,10,mid,dogs,0,cats,1,dogs,1,dogs,[4],[4]
meta-llama/Llama-3.2-3B,53,plural,cat,dog,12,mid,dogs,0,cats,1,dogs,1,dogs,[4],[4]
meta-llama/Llama-3.2-3B,53,plural,cat,dog,14,mid,dogs,0,cats,1,dogs,1,dogs,[4],[4]
meta-llama/Llama-3.2-3B,53,plural,cat,dog,16,mid,dogs,0,cats,1,dogs,1,dogs,[4],[4]
meta-llama/Llama-3.2-3B,53,plural,cat,dog,18,late,dogs,1,dogs,1,dogs,1,dogs,[4],[4]
meta-llama/Llama-3.2-3B,53,plural,cat,dog,20,late,dogs,1,dogs,0,cats,0,cats,[4],[4]
meta-llama/Llama-3.2-3B,53,plural,cat,dog,22,late,dogs,1,dogs,0,cats,0,cats,[4],[4]
meta-llama/Llama-3.2-3B,53,plural,cat,dog,24,late,dogs,1,dogs,0,cats,0,cats,[4],[4]
meta-llama/Llama-3.2-3B,53,plural,cat,dog,26,late,dogs,1,dogs,0,cats,0,cats,[4],[4]
meta-llama/Llama-3.2-3B,54,plural,car,tree,0,early,trees,0,cars,1,trees,1,trees,[4],[4]
meta-llama/Llama-3.2-3B,54,plural,car,tree,2,early,trees,0,cars,1,trees,1,trees,[4],[4]
meta-llama/Llama-3.2-3B,54,plural,car,tree,4,early,trees,0,cars,1,trees,1,trees,[4],[4]
meta-llama/Llama-3.2-3B,54,plural,car,tree,6,early,trees,0,cars,1,trees,1,trees,[4],[4]
meta-llama/Llama-3.2-3B,54,plural,car,tree,8,early,trees,0,cars,1,trees,1,trees,[4],[4]
meta-llama/Llama-3.2-3B,54,plural,car,tree,10,mid,trees,0,cars,1,trees,1,trees,[4],[4]
meta-llama/Llama-3.2-3B,54,plural,car,tree,12,mid,trees,0,cars,1,trees,1,trees,[4],[4]
meta-llama/Llama-3.2-3B,54,plural,car,tree,14,mid,trees,0,cars,1,trees,1,trees,[4],[4]
meta-llama/Llama-3.2-3B,54,plural,car,tree,16,mid,trees,0,cars,1,trees,1,trees,[4],[4]
meta-llama/Llama-3.2-3B,54,plural,car,tree,18,late,trees,1,trees,0,cars,0,cars,[4],[4]
meta-llama/Llama-3.2-3B,54,plural,car,tree,20,late,trees,1,trees,0,cars,0,cars,[4],[4]
meta-llama/Llama-3.2-3B,54,plural,car,tree,22,late,trees,1,trees,0,cars,0,cars,[4],[4]
meta-llama/Llama-3.2-3B,54,plural,car,tree,24,late,trees,1,trees,0,cars,0,cars,[4],[4]
meta-llama/Llama-3.2-3B,54,plural,car,tree,26,late,trees,1,trees,0,cars,0,cars,[4],[4]
meta-llama/Llama-3.2-3B,55,plural,river,mountain,0,early,mountains,0,rivers,1,mountains,1,mountains,[4],[4]
meta-llama/Llama-3.2-3B,55,plural,river,mountain,2,early,mountains,0,rivers,1,mountains,1,mountains,[4],[4]
meta-llama/Llama-3.2-3B,55,plural,river,mountain,4,early,mountains,0,rivers,1,mountains,1,mountains,[4],[4]
meta-llama/Llama-3.2-3B,55,plural,river,mountain,6,early,mountains,0,rivers,1,mountains,1,mountains,[4],[4]
meta-llama/Llama-3.2-3B,55,plural,river,mountain,8,early,mountains,0,rivers,1,mountains,1,mountains,[4],[4]
meta-llama/Llama-3.2-3B,55,plural,river,mountain,10,mid,mountains,0,rivers,1,mountains,1,mountains,[4],[4]
meta-llama/Llama-3.2-3B,55,plural,river,mountain,12,mid,mountains,0,rivers,1,mountains,1,mountains,[4],[4]
meta-llama/Llama-3.2-3B,55,plural,river,mountain,14,mid,mountains,0,rivers,1,mountains,1,mountains,[4],[4]
meta-llama/Llama-3.2-3B,55,plural,river,mountain,16,mid,mountains,0,rivers,1,mountains,1,mountains,[4],[4]
meta-llama/Llama-3.2-3B,55,plural,river,mountain,18,late,mountains,1,mountains,0,rivers,0,rivers,[4],[4]
meta-llama/Llama-3.2-3B,55,plural,river,mountain,20,late,mountains,1,mountains,0,rivers,0,rivers,[4],[4]
meta-llama/Llama-3.2-3B,55,plural,river,mountain,22,late,mountains,1,mountains,0,rivers,0,rivers,[4],[4]
meta-llama/Llama-3.2-3B,55,plural,river,mountain,24,late,mountains,1,mountains,0,rivers,0,rivers,[4],[4]
meta-llama/Llama-3.2-3B,55,plural,river,mountain,26,late,mountains,1,mountains,0,rivers,0,rivers,[4],[4]
meta-llama/Llama-3.2-3B,56,plural,teacher,table,0,early,tables,0,teachers,1,tables,1,tables,[4],[4]
meta-llama/Llama-3.2-3B,56,plural,teacher,table,2,early,tables,0,teachers,1,tables,1,tables,[4],[4]
meta-llama/Llama-3.2-3B,56,plural,teacher,table,4,early,tables,0,teachers,1,tables,1,tables,[4],[4]
meta-llama/Llama-3.2-3B,56,plural,teacher,table,6,early,tables,0,teachers,1,tables,1,tables,[4],[4]
meta-llama/Llama-3.2-3B,56,plural,teacher,table,8,early,tables,0,teachers,1,tables,1,tables,[4],[4]
meta-llama/Llama-3.2-3B,56,plural,teacher,table,10,mid,tables,0,teachers,1,tables,1,tables,[4],[4]
meta-llama/Llama-3.2-3B,56,plural,teacher,table,12,mid,tables,0,teachers,1,tables,1,tables,[4],[4]
meta-llama/Llama-3.2-3B,56,plural,teacher,table,14,mid,tables,0,teachers,1,tables,1,tables,[4],[4]
meta-llama/Llama-3.2-3B,56,plural,teacher,table,16,mid,tables,0,teachers,1,tables,1,tables,[4],[4]
meta-llama/Llama-3.2-3B,56,plural,teacher,table,18,late,tables,0,what,1,tables,1,tables,[4],[4]
meta-llama/Llama-3.2-3B,56,plural,teacher,table,20,late,tables,1,tables,0,teachers,0,teachers,[4],[4]
meta-llama/Llama-3.2-3B,56,plural,teacher,table,22,late,tables,1,tables,0,teachers,0,teachers,[4],[4]
meta-llama/Llama-3.2-3B,56,plural,teacher,table,24,late,tables,1,tables,0,teachers,0,teachers,[4],[4]
meta-llama/Llama-3.2-3B,56,plural,teacher,table,26,late,tables,1,tables,0,teachers,0,teachers,[4],[4]
meta-llama/Llama-3.2-3B,57,plural,chair,window,0,early,windows,0,chairs,1,windows,1,windows,[4],[4]
meta-llama/Llama-3.2-3B,57,plural,chair,window,2,early,windows,0,chairs,1,windows,1,windows,[4],[4]
meta-llama/Llama-3.2-3B,57,plural,chair,window,4,early,windows,0,chairs,1,windows,1,windows,[4],[4]
meta-llama/Llama-3.2-3B,57,plural,chair,window,6,early,windows,0,chairs,1,windows,1,windows,[4],[4]
meta-llama/Llama-3.2-3B,57,plural,chair,window,8,early,windows,0,chairs,1,windows,1,windows,[4],[4]
meta-llama/Llama-3.2-3B,57,plural,chair,window,10,mid,windows,0,chairs,1,windows,1,windows,[4],[4]
meta-llama/Llama-3.2-3B,57,plural,chair,window,12,mid,windows,0,chairs,1,windows,1,windows,[4],[4]
meta-llama/Llama-3.2-3B,57,plural,chair,window,14,mid,windows,0,chairs,1,windows,1,windows,[4],[4]
meta-llama/Llama-3.2-3B,57,plural,chair,window,16,mid,windows,0,chairs,1,windows,1,windows,[4],[4]
meta-llama/Llama-3.2-3B,57,plural,chair,window,18,late,windows,0,chairs,0,what,0,what,[4],[4]
meta-llama/Llama-3.2-3B,57,plural,chair,window,20,late,windows,1,windows,0,chairs,0,chairs,[4],[4]
meta-llama/Llama-3.2-3B,57,plural,chair,window,22,late,windows,1,windows,0,chairs,0,chairs,[4],[4]
meta-llama/Llama-3.2-3B,57,plural,chair,window,24,late,windows,1,windows,0,chairs,0,chairs,[4],[4]
meta-llama/Llama-3.2-3B,57,plural,chair,window,26,late,windows,1,windows,0,chairs,0,chairs,[4],[4]
meta-llama/Llama-3.2-3B,58,plural,apple,flower,0,early,flowers,0,apples,1,flowers,1,flowers,[4],[4]
meta-llama/Llama-3.2-3B,58,plural,apple,flower,2,early,flowers,0,apples,1,flowers,1,flowers,[4],[4]
meta-llama/Llama-3.2-3B,58,plural,apple,flower,4,early,flowers,0,apples,1,flowers,1,flowers,[4],[4]
meta-llama/Llama-3.2-3B,58,plural,apple,flower,6,early,flowers,0,apples,1,flowers,1,flowers,[4],[4]
meta-llama/Llama-3.2-3B,58,plural,apple,flower,8,early,flowers,0,apples,1,flowers,1,flowers,[4],[4]
meta-llama/Llama-3.2-3B,58,plural,apple,flower,10,mid,flowers,0,apples,1,flowers,1,flowers,[4],[4]
meta-llama/Llama-3.2-3B,58,plural,apple,flower,12,mid,flowers,0,apples,1,flowers,1,flowers,[4],[4]
meta-llama/Llama-3.2-3B,58,plural,apple,flower,14,mid,flowers,0,apples,1,flowers,1,flowers,[4],[4]
meta-llama/Llama-3.2-3B,58,plural,apple,flower,16,mid,flowers,0,apples,1,flowers,1,flowers,[4],[4]
meta-llama/Llama-3.2-3B,58,plural,apple,flower,18,late,flowers,0,apples,0,apples,0,apples,[4],[4]
meta-llama/Llama-3.2-3B,58,plural,apple,flower,20,late,flowers,1,flowers,0,apples,0,apples,[4],[4]
meta-llama/Llama-3.2-3B,58,plural,apple,flower,22,late,flowers,1,flowers,0,apples,0,apples,[4],[4]
meta-llama/Llama-3.2-3B,58,plural,apple,flower,24,late,flowers,1,flowers,0,apples,0,apples,[4],[4]
meta-llama/Llama-3.2-3B,58,plural,apple,flower,26,late,flowers,1,flowers,0,apples,0,apples,[4],[4]
meta-llama/Llama-3.2-3B,59,plural,bird,cloud,0,early,clouds,0,birds,1,clouds,1,clouds,[4],[4]
meta-llama/Llama-3.2-3B,59,plural,bird,cloud,2,early,clouds,0,birds,1,clouds,1,clouds,[4],[4]
meta-llama/Llama-3.2-3B,59,plural,bird,cloud,4,early,clouds,0,birds,1,clouds,1,clouds,[4],[4]
meta-llama/Llama-3.2-3B,59,plural,bird,cloud,6,early,clouds,0,birds,1,clouds,1,clouds,[4],[4]
meta-llama/Llama-3.2-3B,59,plural,bird,cloud,8,early,clouds,0,birds,1,clouds,1,clouds,[4],[4]
meta-llama/Llama-3.2-3B,59,plural,bird,cloud,10,mid,clouds,0,birds,1,clouds,1,clouds,[4],[4]
meta-llama/Llama-3.2-3B,59,plural,bird,cloud,12,mid,clouds,0,birds,1,clouds,1,clouds,[4],[4]
meta-llama/Llama-3.2-3B,59,plural,bird,cloud,14,mid,clouds,0,birds,1,clouds,1,clouds,[4],[4]
meta-llama/Llama-3.2-3B,59,plural,bird,cloud,16,mid,clouds,0,birds,1,clouds,1,clouds,[4],[4]
meta-llama/Llama-3.2-3B,59,plural,bird,cloud,18,late,clouds,0,birds,0,birds,0,birds,[4],[4]
meta-llama/Llama-3.2-3B,59,plural,bird,cloud,20,late,clouds,1,clouds,0,birds,0,birds,[4],[4]
meta-llama/Llama-3.2-3B,59,plural,bird,cloud,22,late,clouds,1,clouds,0,birds,0,birds,[4],[4]
